2093,0.060
2068,0.060
1414,0.060
353,0.060
1612,0.060
1481,0.060
416,0.060
1589,0.060
1414,0.030
1239,0.030
1976,0.060
1278,0.060
1329,0.060
901,0.060
1072,0.060
1008,0.030
628,0.030
1885,0.060
922,0.060
1848,0.060
31,0.060
561,0.060
876,0.030
31,0.030
474,0.060
1683,0.060
74,0.060
1616,0.060
1545,0.060
1003,0.060
1003,0.030
590,0.030
677,0.060
366,0.060
1399,0.060
397,0.060
340,0.060
1399,0.030
397,0.030
321,0.060
1802,0.060
1987,0.060
1162,0.060
641,0.060
1556,0.030
355,0.030
1615,0.060
700,0.060
1636,0.060
32,0.060
1610,0.060
663,0.060
1703,0.060
209,0.060
1805,0.030
1333,0.030
61,0.060
1140,0.060
1372,0.060
1560,0.060
1613,0.060
1966,0.060
444,0.060
2145,0.030
362,0.030
98,0.060
899,0.060
290,0.060
1629,0.060
56,0.060
1776,0.060
1900,0.030
1548,0.030
352,0.060
526,0.060
2078,0.060
1943,0.060
972,0.060
1379,0.060
1529,0.060
1531,0.030
1289,0.030
533,0.060
487,0.060
903,0.060
936,0.060
1144,0.060
1586,0.030
759,0.030
334,0.060
551,0.060
1411,0.060
829,0.060
349,0.060
82,0.060
465,0.060
1735,0.060
1747,0.030
1735,0.030
1463,0.060
1457,0.060
1217,0.060
1137,0.060
1837,0.060
179,0.060
617,0.060
1463,0.030
1457,0.030
189,0.060
1544,0.060
1186,0.060
894,0.060
779,0.060
1866,0.060
1666,0.060
894,0.030
313,0.030
524,0.060
883,0.060
473,0.060
1767,0.060
356,0.060
1604,0.060
14,0.030
401,0.030
