1751,0.060
166,0.060
1806,0.060
2012,0.060
888,0.060
346,0.060
1240,0.030
1344,0.030
1791,0.100
1791,0.111
1324,0.060
79,0.060
933,0.060
2110,0.060
1569,0.060
301,0.060
687,0.060
1216,0.060
1986,0.060
576,0.030
2130,0.030
1885,0.060
922,0.060
1848,0.060
31,0.060
561,0.060
86,0.030
989,0.030
474,0.060
1683,0.060
74,0.060
1616,0.060
1545,0.060
1003,0.060
74,0.030
1545,0.030
1530,0.060
1213,0.060
565,0.060
257,0.060
1487,0.060
790,0.030
1487,0.030
96,0.060
1523,0.060
1091,0.060
1235,0.060
889,0.030
644,0.030
1811,0.060
143,0.060
271,0.060
1494,0.060
395,0.060
484,0.030
47,0.030
701,0.060
424,0.060
187,0.060
1827,0.060
667,0.060
1693,0.060
1877,0.060
1907,0.030
543,0.030
2032,0.060
1471,0.060
1831,0.060
1102,0.060
482,0.060
2021,0.060
865,0.030
246,0.030
352,0.060
526,0.060
2078,0.060
1943,0.060
972,0.060
1379,0.060
1529,0.060
2078,0.030
1829,0.030
2079,0.060
389,0.060
17,0.060
212,0.060
1677,0.060
730,0.060
693,0.060
781,0.060
938,0.060
691,0.030
1068,0.030
332,0.060
370,0.060
1287,0.060
593,0.060
337,0.060
1054,0.060
332,0.030
661,0.030
1463,0.060
1457,0.060
1217,0.060
1137,0.060
1837,0.060
179,0.060
617,0.060
1463,0.030
1897,0.030
189,0.060
1544,0.060
1186,0.060
894,0.060
779,0.060
1866,0.060
1666,0.060
1666,0.030
1070,0.030
636,0.060
704,0.060
39,0.060
1809,0.060
563,0.060
748,0.060
2119,0.030
563,0.030
