1237,0.060
275,0.060
799,0.060
1717,0.060
747,0.060
369,0.030
1976,0.060
1278,0.060
1329,0.060
901,0.060
1072,0.060
536,0.030
1885,0.060
922,0.060
1848,0.060
31,0.060
561,0.060
1082,0.030
382,0.060
100,0.060
1394,0.060
788,0.060
929,0.060
980,0.060
1108,0.060
2025,0.060
139,0.030
516,0.060
22,0.060
871,0.060
348,0.060
1321,0.060
948,0.060
1033,0.030
1224,0.060
1427,0.060
354,0.060
1413,0.060
1632,0.060
77,0.060
1078,0.060
644,0.030
1527,0.060
966,0.060
2058,0.030
1284,0.060
1083,0.060
723,0.060
363,0.060
296,0.060
1633,0.060
101,0.060
956,0.060
1957,0.060
423,0.030
757,0.060
2103,0.060
1088,0.060
875,0.060
1698,0.060
1676,0.060
1821,0.030
66,0.060
845,0.060
1555,0.060
211,0.060
1477,0.060
1261,0.060
985,0.060
1049,0.060
1477,0.030
24,0.077
24,0.062
24,0.066
231,0.060
909,0.060
299,0.060
1475,0.060
1223,0.060
76,0.060
1377,0.060
514,0.030
2111,0.060
1383,0.060
227,0.060
1020,0.030
15,0.060
588,0.060
567,0.060
121,0.060
2129,0.060
1149,0.060
910,0.060
1580,0.060
1678,0.030
189,0.060
1544,0.060
1186,0.060
894,0.060
779,0.060
1866,0.060
1666,0.060
977,0.030
636,0.060
704,0.060
39,0.060
1809,0.060
563,0.060
748,0.060
2119,0.030
