1870,0.060
1041,0.060
1311,0.060
2044,0.060
93,0.060
1170,0.030
1976,0.060
1278,0.060
1329,0.060
901,0.060
1072,0.060
2102,0.030
1885,0.060
922,0.060
1848,0.060
31,0.060
561,0.060
358,0.030
2039,0.060
1733,0.060
2067,0.060
573,0.060
1262,0.060
548,0.060
260,0.060
436,0.060
2100,0.060
1262,0.030
1530,0.060
1213,0.060
565,0.060
257,0.060
1487,0.060
257,0.030
1224,0.060
1427,0.060
354,0.060
1413,0.060
1632,0.060
77,0.060
1078,0.060
869,0.060
378,0.030
1811,0.060
143,0.060
271,0.060
1494,0.060
395,0.060
822,0.030
1284,0.060
1083,0.060
723,0.060
363,0.060
296,0.060
1633,0.060
101,0.060
956,0.060
363,0.030
757,0.060
2103,0.060
1088,0.060
875,0.060
1698,0.060
1676,0.060
336,0.030
66,0.060
845,0.060
1555,0.060
211,0.060
1477,0.060
1261,0.060
985,0.060
1049,0.060
66,0.030
533,0.060
487,0.060
903,0.060
936,0.060
1144,0.060
1524,0.030
668,0.060
1843,0.060
1302,0.060
486,0.060
1449,0.060
796,0.060
668,0.030
43,0.060
251,0.060
1919,0.060
858,0.060
1960,0.060
320,0.060
1761,0.060
184,0.060
1043,0.060
1617,0.030
2016,0.060
2123,0.060
640,0.060
1426,0.030
636,0.060
704,0.060
39,0.060
1809,0.060
563,0.060
748,0.060
163,0.030
