263,0.060
1127,0.060
1891,0.060
1004,0.030
1317,0.030
210,0.030
1136,0.060
1172,0.060
235,0.060
544,0.060
235,0.030
1232,0.030
753,0.030
72,0.060
1175,0.060
550,0.060
1073,0.030
2142,0.030
1294,0.030
1445,0.060
2034,0.060
952,0.060
1445,0.030
1867,0.030
2034,0.030
1530,0.060
1213,0.060
565,0.060
257,0.060
1487,0.060
2094,0.030
565,0.030
1487,0.030
1231,0.060
1753,0.030
776,0.030
1288,0.030
555,0.060
859,0.060
1187,0.030
825,0.030
323,0.030
61,0.060
1140,0.060
1372,0.060
1560,0.060
1613,0.060
1966,0.060
444,0.060
1017,0.030
444,0.030
841,0.030
2032,0.060
1471,0.060
1831,0.060
1102,0.060
482,0.060
2021,0.060
2032,0.030
1453,0.030
950,0.030
300,0.060
195,0.060
616,0.060
646,0.030
616,0.030
1702,0.030
24,0.068
231,0.060
909,0.060
299,0.060
1475,0.060
1223,0.060
76,0.060
1377,0.060
1949,0.060
909,0.030
1200,0.030
459,0.030
668,0.060
1843,0.060
1302,0.060
486,0.060
1449,0.060
796,0.060
1810,0.030
580,0.030
1360,0.030
43,0.060
251,0.060
1919,0.060
858,0.060
1960,0.060
320,0.060
1761,0.060
184,0.060
1043,0.060
1839,0.030
1277,0.030
842,0.030
711,0.060
1013,0.030
1021,0.030
1846,0.030
524,0.060
883,0.060
473,0.060
1767,0.060
356,0.060
1604,0.060
524,0.030
1896,0.030
1225,0.030
