1751,0.060
166,0.060
1806,0.060
2012,0.060
888,0.060
346,0.060
1266,0.030
293,0.030
346,0.030
958,0.060
1614,0.060
1984,0.060
912,0.060
1627,0.060
1480,0.060
1281,0.030
1303,0.030
1480,0.030
1133,0.060
1968,0.060
1134,0.060
471,0.060
1264,0.060
169,0.060
1711,0.030
29,0.030
264,0.030
1215,0.060
1731,0.060
149,0.060
1285,0.030
139,0.030
1981,0.030
1530,0.060
1213,0.060
565,0.060
257,0.060
1487,0.060
2094,0.030
123,0.030
276,0.030
1224,0.060
1427,0.060
354,0.060
1413,0.060
1632,0.060
77,0.060
1078,0.060
869,0.060
1157,0.030
1876,0.030
1632,0.030
555,0.060
859,0.060
2085,0.030
266,0.030
1989,0.030
1284,0.060
1083,0.060
723,0.060
363,0.060
296,0.060
1633,0.060
101,0.060
956,0.060
1957,0.060
1819,0.030
363,0.030
1908,0.030
122,0.060
1118,0.030
746,0.030
2099,0.030
352,0.060
526,0.060
2078,0.060
1943,0.060
972,0.060
1379,0.060
1529,0.060
1943,0.030
1379,0.030
1289,0.030
1926,0.060
1663,0.060
468,0.030
2043,0.030
1341,0.030
332,0.060
370,0.060
1287,0.060
593,0.060
337,0.060
1054,0.060
593,0.030
2063,0.030
1571,0.030
43,0.060
251,0.060
1919,0.060
858,0.060
1960,0.060
320,0.060
1761,0.060
184,0.060
1043,0.060
1222,0.030
184,0.030
842,0.030
2028,0.060
712,0.060
1189,0.060
1608,0.060
1941,0.060
1720,0.060
690,0.060
659,0.060
878,0.060
442,0.030
623,0.030
878,0.030
1119,0.060
1644,0.060
347,0.060
236,0.030
1119,0.030
431,0.030
