88,0.060
960,0.060
1878,0.030
645,0.030
1323,0.030
958,0.060
1614,0.060
1984,0.060
912,0.060
1627,0.060
1480,0.060
1570,0.030
186,0.030
1480,0.030
2135,0.054
764,0.060
1997,0.060
979,0.060
1179,0.060
125,0.060
315,0.060
1871,0.060
1478,0.060
344,0.030
1512,0.030
108,0.030
1445,0.060
2034,0.060
952,0.060
638,0.030
1867,0.030
606,0.030
2146,0.060
1211,0.060
1528,0.060
760,0.060
1154,0.060
1528,0.030
1396,0.030
1010,0.030
1224,0.060
1427,0.060
354,0.060
1413,0.060
1632,0.060
77,0.060
1078,0.060
869,0.060
77,0.030
1533,0.030
629,0.030
1811,0.060
143,0.060
271,0.060
1494,0.060
395,0.060
822,0.030
1031,0.030
1171,0.030
2020,0.060
128,0.060
517,0.030
1658,0.030
1110,0.030
2032,0.060
1471,0.060
1831,0.060
1102,0.060
482,0.060
2021,0.060
425,0.030
482,0.030
1899,0.030
2091,0.060
895,0.060
1508,0.060
794,0.060
295,0.030
261,0.030
1053,0.030
2079,0.060
389,0.060
17,0.060
212,0.060
1677,0.060
730,0.060
693,0.060
781,0.060
938,0.060
389,0.030
1156,0.030
755,0.030
332,0.060
370,0.060
1287,0.060
593,0.060
337,0.060
1054,0.060
332,0.030
1493,0.030
95,0.030
43,0.060
251,0.060
1919,0.060
858,0.060
1960,0.060
320,0.060
1761,0.060
184,0.060
1043,0.060
43,0.030
1960,0.030
1638,0.030
2028,0.060
712,0.060
1189,0.060
1608,0.060
1941,0.060
1720,0.060
690,0.060
659,0.060
878,0.060
2028,0.030
442,0.030
729,0.030
2157,0.060
634,0.060
1775,0.060
2155,0.060
1398,0.060
1095,0.060
236,0.030
1971,0.030
1775,0.030
