1870,0.060
1041,0.060
1311,0.060
2044,0.060
93,0.060
1855,0.030
626,0.060
577,0.060
181,0.060
549,0.060
238,0.060
217,0.060
1901,0.030
2135,0.060
2135,0.094
2135,0.062
764,0.060
1997,0.060
979,0.060
1179,0.060
125,0.060
344,0.030
382,0.060
100,0.060
1394,0.060
788,0.060
929,0.060
980,0.060
1108,0.060
2025,0.060
788,0.030
1530,0.060
1213,0.060
565,0.060
257,0.060
1487,0.060
276,0.030
1713,0.060
702,0.060
1079,0.060
469,0.060
946,0.060
631,0.060
1789,0.060
194,0.060
492,0.030
1811,0.060
143,0.060
271,0.060
1494,0.060
395,0.060
47,0.030
1486,0.060
919,0.060
11,0.060
1191,0.060
761,0.060
1090,0.060
175,0.060
1191,0.030
98,0.060
899,0.060
290,0.060
1629,0.060
56,0.060
1776,0.060
1629,0.030
375,0.060
968,0.060
1045,0.060
1679,0.060
927,0.060
1994,0.060
1702,0.030
533,0.060
487,0.060
903,0.060
936,0.060
1144,0.060
1501,0.030
668,0.060
1843,0.060
1302,0.060
486,0.060
1449,0.060
796,0.060
1843,0.030
43,0.060
251,0.060
1919,0.060
858,0.060
1960,0.060
320,0.060
1761,0.060
43,0.030
189,0.060
1544,0.060
1186,0.060
894,0.060
779,0.060
1866,0.060
1666,0.060
1070,0.030
524,0.060
883,0.060
473,0.060
1767,0.060
356,0.060
1604,0.060
150,0.030
